Trial_order;Subject_ID;Trial_ID;Accuracy;RT;Lexicality;NoS;NoS_cat;Frequency;Frequency_cat;Stimuli;Word_length
72;s9;t4;1;791;word;1;few;414;HF;^E@NJA;6
10;s9;t5;1;972;word;1;few;424;HF;GRANJE;6
127;s9;t6;1;691;word;1;few;448;HF;DE^AK;5
90;s9;t7;1;591;word;1;few;453;HF;APRIL;5
58;s9;t8;1;621;word;1;few;720;HF;OSMEH;5
174;s9;t9;1;681;word;1;few;786;HF;CVE]E;5
146;s9;t10;1;821;word;1;few;1085;HF;LI[]E;5
162;s9;t11;1;551;word;2;few;254;LF;EKIPA;5
119;s9;t12;1;932;word;2;few;272;LF;BA[TA;5
94;s9;t13;1;771;word;2;few;317;LF;RADIO;5
155;s9;t14;1;661;word;2;few;320;LF;PESAK;5
78;s9;t15;1;591;word;2;few;374;LF;USPEH;5
151;s9;t16;1;551;word;2;few;422;HF;USLOV;5
100;s9;t17;1;631;word;2;few;894;HF;DINAR;5
20;s9;t18;1;711;word;2;few;1052;HF;ODBOR;5
43;s9;t19;1;641;word;2;few;1209;HF;SENKA;5
115;s9;t20;1;691;word;2;few;1452;HF;VLADA;5
124;s9;t21;1;691;word;3;few;334;LF;SUTON;5
18;s9;t22;1;671;word;3;few;335;LF;PU[KA;5
57;s9;t23;1;691;word;3;few;335;LF;SELJAK;6
180;s9;t24;1;641;word;3;few;348;LF;SPRAT;5
73;s9;t25;1;581;word;3;few;414;HF;MINUT;5
39;s9;t26;1;721;word;3;few;430;HF;VIDIK;5
28;s9;t27;1;1092;word;3;few;631;HF;MAGLA;5
183;s9;t28;1;581;word;3;few;657;HF;MIRIS;5
114;s9;t29;1;851;word;3;few;1470;HF;TRAVA;5
110;s9;t30;1;811;word;3;few;1847;HF;ULICA;5
158;s9;t31;1;781;word;4;medium;278;LF;ZANOS;5
161;s9;t32;1;691;word;4;medium;280;LF;OBZIR;5
181;s9;t33;1;611;word;4;medium;295;LF;PA@NJA;6
75;s9;t34;1;721;word;4;medium;314;LF;SVEST;5
21;s9;t35;1;591;word;4;medium;328;LF;POTOK;5
67;s9;t36;1;561;word;4;medium;375;LF;ZVONO;5
106;s9;t37;1;611;word;4;medium;484;HF;POMO];5
35;s9;t38;1;691;word;4;medium;831;HF;GRUDI;5
12;s9;t39;1;571;word;4;medium;1256;HF;GRANA;5
99;s9;t40;1;1242;word;4;medium;2274;HF;VETAR;5
19;s9;t41;1;1001;word;5;medium;262;LF;KOMAD;5
31;s9;t42;1;761;word;5;medium;270;LF;LOPTA;5
51;s9;t43;1;1302;word;5;medium;281;LF;IGRA^;5
62;s9;t44;1;691;word;5;medium;409;HF;PRI^A;5
165;s9;t45;1;771;word;5;medium;517;HF;SAVEZ;5
53;s9;t46;1;681;word;5;medium;521;HF;GRUPA;5
179;s9;t47;1;641;word;5;medium;828;HF;JESEN;5
48;s9;t48;1;681;word;5;medium;981;HF;KORAK;5
1;s9;t49;1;1051;word;5;medium;1011;HF;SRE]A;5
33;s9;t50;1;952;word;5;medium;1671;HF;PTICA;5
91;s9;t51;1;771;word;6;medium;148;LF;ORGAN;5
138;s9;t52;1;851;word;6;medium;164;LF;FORMA;5
64;s9;t53;1;681;word;6;medium;179;LF;BLATO;5
80;s9;t54;1;1072;word;6;medium;184;LF;KLUPA;5
171;s9;t55;1;881;word;6;medium;216;LF;PONOR;5
24;s9;t56;1;671;word;6;medium;255;LF;PODNE;5
93;s9;t57;1;590;word;6;medium;318;LF;STENA;5
42;s9;t58;1;771;word;6;medium;463;HF;IZVOR;5
83;s9;t59;1;711;word;6;medium;2365;HF;LJUBAV;6
6;s9;t60;1;691;word;6;medium;2626;HF;PESMA;5
50;s9;t61;1;691;word;7;many;118;LF;MOMAK;5
17;s9;t62;1;661;word;7;many;129;LF;BLAGO;5
109;s9;t63;1;772;word;7;many;134;LF;OSNOV;5
139;s9;t64;1;701;word;7;many;193;LF;STADO;5
65;s9;t65;1;621;word;7;many;326;LF;SLAVA;5
77;s9;t66;1;781;word;7;many;649;HF;KNJIGA;6
148;s9;t67;1;501;word;7;many;885;HF;[KOLA;5
92;s9;t68;1;781;word;7;many;1023;HF;BORBA;5
44;s9;t69;1;631;word;7;many;1565;HF;OBLAK;5
176;s9;t70;1;671;word;7;many;2984;HF;SUNCE;5
123;s9;t71;1;811;word;8;many;111;LF;REBRO;5
129;s9;t72;1;1312;word;8;many;116;LF;KONAC;5
144;s9;t73;1;811;word;8;many;135;LF;POTEZ;5
66;s9;t74;1;521;word;8;many;159;LF;JUNAK;5
160;s9;t75;1;1092;word;8;many;212;LF;LANAC;5
11;s9;t76;1;681;word;8;many;380;LF;ZLATO;5
71;s9;t77;1;671;word;8;many;416;HF;PISMO;5
107;s9;t78;1;591;word;8;many;431;HF;ZAKON;5
141;s9;t79;1;791;word;8;many;1460;HF;SNAGA;5
145;s9;t80;1;601;word;8;many;3952;HF;ZEMLJA;6
34;s9;t81;1;661;word;9;many;161;LF;KLASA;5
134;s9;t82;1;751;word;9;many;168;LF;PLO^A;5
164;s9;t83;1;782;word;9;many;307;LF;KARTA;5
149;s9;t84;1;551;word;9;many;328;LF;MRE@A;5
2;s9;t85;1;882;word;9;many;399;LF;STANJE;6
175;s9;t86;1;771;word;9;many;403;HF;GOVOR;5
105;s9;t87;1;731;word;9;many;999;HF;POSAO;5
147;s9;t88;1;551;word;9;many;1180;HF;MESTO;5
137;s9;t89;1;1112;word;9;many;1620;HF;NAROD;5
142;s9;t90;1;631;word;9;many;190;LF;TA^KA;5
