Trial_order;Subject_ID;Trial_ID;Accuracy;RT;Lexicality;NoS;NoS_cat;Frequency;Frequency_cat;Stimuli;Word_length
173;s19;t15;1;570;word;2;few;374;LF;USPEH;5
74;s19;t16;1;561;word;2;few;422;HF;USLOV;5
98;s19;t17;1;1132;word;2;few;894;HF;DINAR;5
172;s19;t18;1;580;word;2;few;1052;HF;ODBOR;5
66;s19;t19;1;701;word;2;few;1209;HF;SENKA;5
131;s19;t20;1;691;word;2;few;1452;HF;VLADA;5
170;s19;t21;1;771;word;3;few;334;LF;SUTON;5
86;s19;t22;1;741;word;3;few;335;LF;PU[KA;5
3;s19;t23;1;791;word;3;few;335;LF;SELJAK;6
132;s19;t24;1;761;word;3;few;348;LF;SPRAT;5
31;s19;t25;1;511;word;3;few;414;HF;MINUT;5
174;s19;t26;1;641;word;3;few;430;HF;VIDIK;5
61;s19;t27;1;651;word;3;few;631;HF;MAGLA;5
35;s19;t28;1;631;word;3;few;657;HF;MIRIS;5
19;s19;t29;1;721;word;3;few;1470;HF;TRAVA;5
49;s19;t30;1;651;word;3;few;1847;HF;ULICA;5
24;s19;t31;1;752;word;4;medium;278;LF;ZANOS;5
59;s19;t32;1;541;word;4;medium;280;LF;OBZIR;5
25;s19;t33;1;841;word;4;medium;295;LF;PA@NJA;6
90;s19;t34;1;701;word;4;medium;314;LF;SVEST;5
4;s19;t35;1;571;word;4;medium;328;LF;POTOK;5
147;s19;t36;1;591;word;4;medium;375;LF;ZVONO;5
91;s19;t37;1;701;word;4;medium;484;HF;POMO];5
148;s19;t38;1;631;word;4;medium;831;HF;GRUDI;5
179;s19;t39;1;911;word;4;medium;1256;HF;GRANA;5
72;s19;t40;1;551;word;4;medium;2274;HF;VETAR;5
73;s19;t41;1;621;word;5;medium;262;LF;KOMAD;5
78;s19;t42;1;551;word;5;medium;270;LF;LOPTA;5
114;s19;t43;1;551;word;5;medium;281;LF;IGRA^;5
139;s19;t44;1;741;word;5;medium;409;HF;PRI^A;5
165;s19;t45;1;801;word;5;medium;517;HF;SAVEZ;5
50;s19;t46;1;571;word;5;medium;521;HF;GRUPA;5
175;s19;t47;1;510;word;5;medium;828;HF;JESEN;5
111;s19;t48;1;541;word;5;medium;981;HF;KORAK;5
81;s19;t49;1;661;word;5;medium;1011;HF;SRE]A;5
76;s19;t50;1;650;word;5;medium;1671;HF;PTICA;5
181;s19;t51;1;580;word;6;medium;148;LF;ORGAN;5
26;s19;t52;1;691;word;6;medium;164;LF;FORMA;5
119;s19;t53;1;631;word;6;medium;179;LF;BLATO;5
130;s19;t55;1;1092;word;6;medium;216;LF;PONOR;5
89;s19;t56;1;600;word;6;medium;255;LF;PODNE;5
57;s19;t57;1;631;word;6;medium;318;LF;STENA;5
77;s19;t58;1;731;word;6;medium;463;HF;IZVOR;5
94;s19;t59;1;921;word;6;medium;2365;HF;LJUBAV;6
8;s19;t60;1;721;word;6;medium;2626;HF;PESMA;5
38;s19;t61;1;771;word;7;many;118;LF;MOMAK;5
52;s19;t62;1;571;word;7;many;129;LF;BLAGO;5
30;s19;t63;1;651;word;7;many;134;LF;OSNOV;5
178;s19;t64;1;651;word;7;many;193;LF;STADO;5
161;s19;t65;1;671;word;7;many;326;LF;SLAVA;5
64;s19;t66;1;581;word;7;many;649;HF;KNJIGA;6
99;s19;t67;1;621;word;7;many;885;HF;[KOLA;5
88;s19;t68;1;631;word;7;many;1023;HF;BORBA;5
97;s19;t69;1;691;word;7;many;1565;HF;OBLAK;5
112;s19;t70;1;531;word;7;many;2984;HF;SUNCE;5
124;s19;t71;1;881;word;8;many;111;LF;REBRO;5
40;s19;t72;1;501;word;8;many;116;LF;KONAC;5
10;s19;t73;1;660;word;8;many;135;LF;POTEZ;5
157;s19;t74;1;791;word;8;many;159;LF;JUNAK;5
71;s19;t75;1;731;word;8;many;212;LF;LANAC;5
103;s19;t76;1;731;word;8;many;380;LF;ZLATO;5
5;s19;t77;1;631;word;8;many;416;HF;PISMO;5
140;s19;t78;1;691;word;8;many;431;HF;ZAKON;5
176;s19;t79;1;611;word;8;many;1460;HF;SNAGA;5
171;s19;t80;1;621;word;8;many;3952;HF;ZEMLJA;6
55;s19;t81;1;581;word;9;many;161;LF;KLASA;5
79;s19;t82;1;641;word;9;many;168;LF;PLO^A;5
68;s19;t83;1;591;word;9;many;307;LF;KARTA;5
182;s19;t84;1;540;word;9;many;328;LF;MRE@A;5
144;s19;t85;1;531;word;9;many;399;LF;STANJE;6
60;s19;t86;1;501;word;9;many;403;HF;GOVOR;5
105;s19;t87;1;660;word;9;many;999;HF;POSAO;5
146;s19;t88;1;601;word;9;many;1180;HF;MESTO;5
183;s19;t89;1;681;word;9;many;1620;HF;NAROD;5
14;s19;t90;1;561;word;9;many;190;LF;TA^KA;5
16;s2;t1;1;1081;word;1;few;302;LF;[APAT;5
77;s2;t2;1;701;word;1;few;320;LF;MR@NJA;6
64;s2;t3;1;831;word;1;few;391;LF;CESTA;5
166;s2;t4;1;901;word;1;few;414;HF;^E@NJA;6
8;s2;t6;1;741;word;1;few;448;HF;DE^AK;5
179;s2;t7;1;821;word;1;few;453;HF;APRIL;5
126;s2;t8;1;731;word;1;few;720;HF;OSMEH;5
193;s2;t9;1;681;word;1;few;786;HF;CVE]E;5
167;s2;t10;1;871;word;1;few;1085;HF;LI[]E;5
63;s2;t12;1;661;word;2;few;272;LF;BA[TA;5
42;s2;t13;1;691;word;2;few;317;LF;RADIO;5
73;s2;t14;1;681;word;2;few;320;LF;PESAK;5
189;s2;t15;1;731;word;2;few;374;LF;USPEH;5
121;s2;t16;1;811;word;2;few;422;HF;USLOV;5
139;s2;t17;1;862;word;2;few;894;HF;DINAR;5
190;s2;t18;1;951;word;2;few;1052;HF;ODBOR;5
89;s2;t19;1;911;word;2;few;1209;HF;SENKA;5
172;s2;t20;1;671;word;2;few;1452;HF;VLADA;5
41;s2;t21;1;1132;word;3;few;334;LF;SUTON;5
153;s2;t22;1;671;word;3;few;335;LF;PU[KA;5
91;s2;t23;1;821;word;3;few;335;LF;SELJAK;6
2;s2;t24;1;951;word;3;few;348;LF;SPRAT;5
85;s2;t25;1;942;word;3;few;414;HF;MINUT;5
105;s2;t26;1;952;word;3;few;430;HF;VIDIK;5
175;s2;t27;1;961;word;3;few;631;HF;MAGLA;5
173;s2;t28;1;581;word;3;few;657;HF;MIRIS;5
168;s2;t29;1;741;word;3;few;1470;HF;TRAVA;5
40;s2;t30;1;671;word;3;few;1847;HF;ULICA;5
130;s2;t31;1;661;word;4;medium;278;LF;ZANOS;5
51;s2;t32;1;1072;word;4;medium;280;LF;OBZIR;5
1;s2;t33;1;821;word;4;medium;295;LF;PA@NJA;6
6;s2;t34;1;811;word;4;medium;314;LF;SVEST;5
171;s2;t35;1;761;word;4;medium;328;LF;POTOK;5
35;s2;t36;1;871;word;4;medium;375;LF;ZVONO;5
17;s2;t37;1;1162;word;4;medium;484;HF;POMO];5
12;s2;t38;1;861;word;4;medium;831;HF;GRUDI;5
84;s2;t39;1;851;word;4;medium;1256;HF;GRANA;5
141;s2;t40;1;791;word;4;medium;2274;HF;VETAR;5
128;s2;t41;1;732;word;5;medium;262;LF;KOMAD;5
97;s2;t42;1;671;word;5;medium;270;LF;LOPTA;5
120;s2;t43;1;841;word;5;medium;281;LF;IGRA^;5
103;s2;t44;1;751;word;5;medium;409;HF;PRI^A;5
176;s2;t45;1;751;word;5;medium;517;HF;SAVEZ;5
10;s2;t46;1;782;word;5;medium;521;HF;GRUPA;5
135;s2;t47;1;821;word;5;medium;828;HF;JESEN;5
156;s2;t48;1;862;word;5;medium;981;HF;KORAK;5
180;s2;t49;1;721;word;5;medium;1011;HF;SRE]A;5
140;s2;t50;1;691;word;5;medium;1671;HF;PTICA;5
162;s2;t51;1;1061;word;6;medium;148;LF;ORGAN;5
38;s2;t52;1;822;word;6;medium;164;LF;FORMA;5
169;s2;t53;1;811;word;6;medium;179;LF;BLATO;5
170;s2;t54;1;721;word;6;medium;184;LF;KLUPA;5
80;s2;t55;1;1422;word;6;medium;216;LF;PONOR;5
30;s2;t56;1;721;word;6;medium;255;LF;PODNE;5
78;s2;t57;1;791;word;6;medium;318;LF;STENA;5
163;s2;t58;1;752;word;6;medium;463;HF;IZVOR;5
110;s2;t59;1;691;word;6;medium;2365;HF;LJUBAV;6
145;s2;t60;1;641;word;6;medium;2626;HF;PESMA;5
142;s2;t61;1;811;word;7;many;118;LF;MOMAK;5
159;s2;t62;1;761;word;7;many;129;LF;BLAGO;5
174;s2;t63;1;911;word;7;many;134;LF;OSNOV;5
138;s2;t64;1;751;word;7;many;193;LF;STADO;5
75;s2;t65;1;882;word;7;many;326;LF;SLAVA;5
182;s2;t66;1;791;word;7;many;649;HF;KNJIGA;6
61;s2;t67;1;631;word;7;many;885;HF;[KOLA;5
72;s2;t68;1;741;word;7;many;1023;HF;BORBA;5
123;s2;t69;1;781;word;7;many;1565;HF;OBLAK;5
9;s2;t70;1;721;word;7;many;2984;HF;SUNCE;5
5;s2;t71;1;1271;word;8;many;111;LF;REBRO;5
164;s2;t72;1;691;word;8;many;116;LF;KONAC;5
55;s2;t73;1;881;word;8;many;135;LF;POTEZ;5
83;s2;t74;1;822;word;8;many;159;LF;JUNAK;5
33;s2;t75;1;781;word;8;many;212;LF;LANAC;5
149;s2;t76;1;701;word;8;many;380;LF;ZLATO;5
49;s2;t77;1;901;word;8;many;416;HF;PISMO;5
32;s2;t78;1;821;word;8;many;431;HF;ZAKON;5
18;s2;t79;1;831;word;8;many;1460;HF;SNAGA;5
36;s2;t80;1;771;word;8;many;3952;HF;ZEMLJA;6
157;s2;t81;1;861;word;9;many;161;LF;KLASA;5
39;s2;t82;1;781;word;9;many;168;LF;PLO^A;5
25;s2;t83;1;841;word;9;many;307;LF;KARTA;5
3;s2;t85;1;802;word;9;many;399;LF;STANJE;6
192;s2;t86;1;761;word;9;many;403;HF;GOVOR;5
181;s2;t87;1;661;word;9;many;999;HF;POSAO;5
125;s2;t88;1;841;word;9;many;1180;HF;MESTO;5
54;s2;t89;1;862;word;9;many;1620;HF;NAROD;5
90;s2;t90;1;691;word;9;many;190;LF;TA^KA;5
171;s20;t1;1;611;word;1;few;302;LF;[APAT;5
87;s20;t2;1;510;word;1;few;320;LF;MR@NJA;6
152;s20;t3;1;661;word;1;few;391;LF;CESTA;5
82;s20;t4;1;581;word;1;few;414;HF;^E@NJA;6
106;s20;t5;1;771;word;1;few;424;HF;GRANJE;6
76;s20;t6;1;601;word;1;few;448;HF;DE^AK;5
141;s20;t7;1;671;word;1;few;453;HF;APRIL;5
102;s20;t8;1;600;word;1;few;720;HF;OSMEH;5
133;s20;t9;1;641;word;1;few;786;HF;CVE]E;5
130;s20;t10;1;731;word;1;few;1085;HF;LI[]E;5
66;s20;t11;1;771;word;2;few;254;LF;EKIPA;5
166;s20;t12;1;671;word;2;few;272;LF;BA[TA;5
85;s20;t13;1;500;word;2;few;317;LF;RADIO;5
5;s20;t14;1;631;word;2;few;320;LF;PESAK;5
42;s20;t15;1;751;word;2;few;374;LF;USPEH;5
68;s20;t16;1;681;word;2;few;422;HF;USLOV;5
43;s20;t17;1;541;word;2;few;894;HF;DINAR;5
187;s20;t18;1;981;word;2;few;1052;HF;ODBOR;5
181;s20;t19;1;561;word;2;few;1209;HF;SENKA;5
91;s20;t20;1;551;word;2;few;1452;HF;VLADA;5
4;s20;t21;1;801;word;3;few;334;LF;SUTON;5
7;s20;t22;1;531;word;3;few;335;LF;PU[KA;5
95;s20;t23;1;581;word;3;few;335;LF;SELJAK;6
180;s20;t25;1;791;word;3;few;414;HF;MINUT;5
34;s20;t26;1;521;word;3;few;430;HF;VIDIK;5
117;s20;t27;1;611;word;3;few;631;HF;MAGLA;5
9;s20;t28;1;691;word;3;few;657;HF;MIRIS;5
45;s20;t29;1;521;word;3;few;1470;HF;TRAVA;5
27;s20;t30;1;651;word;3;few;1847;HF;ULICA;5
55;s20;t31;1;591;word;4;medium;278;LF;ZANOS;5
62;s20;t32;1;630;word;4;medium;280;LF;OBZIR;5
89;s20;t33;1;551;word;4;medium;295;LF;PA@NJA;6
118;s20;t34;1;571;word;4;medium;314;LF;SVEST;5
123;s20;t35;1;711;word;4;medium;328;LF;POTOK;5
170;s20;t36;1;611;word;4;medium;375;LF;ZVONO;5
20;s20;t37;1;541;word;4;medium;484;HF;POMO];5
31;s20;t38;1;551;word;4;medium;831;HF;GRUDI;5
33;s20;t39;1;511;word;4;medium;1256;HF;GRANA;5
75;s20;t40;1;671;word;4;medium;2274;HF;VETAR;5
154;s20;t41;1;590;word;5;medium;262;LF;KOMAD;5
50;s20;t42;1;741;word;5;medium;270;LF;LOPTA;5
22;s20;t43;1;530;word;5;medium;281;LF;IGRA^;5
126;s20;t44;1;691;word;5;medium;409;HF;PRI^A;5
149;s20;t45;1;671;word;5;medium;517;HF;SAVEZ;5
119;s20;t46;1;531;word;5;medium;521;HF;GRUPA;5
19;s20;t47;1;1072;word;5;medium;828;HF;JESEN;5
120;s20;t48;1;681;word;5;medium;981;HF;KORAK;5
80;s20;t49;1;571;word;5;medium;1011;HF;SRE]A;5
69;s20;t50;1;611;word;5;medium;1671;HF;PTICA;5
189;s20;t51;1;762;word;6;medium;148;LF;ORGAN;5
35;s20;t52;1;551;word;6;medium;164;LF;FORMA;5
112;s20;t53;1;651;word;6;medium;179;LF;BLATO;5
1;s20;t54;1;701;word;6;medium;184;LF;KLUPA;5
32;s20;t55;1;511;word;6;medium;216;LF;PONOR;5
57;s20;t56;1;551;word;6;medium;255;LF;PODNE;5
105;s20;t57;1;791;word;6;medium;318;LF;STENA;5
139;s20;t58;1;751;word;6;medium;463;HF;IZVOR;5
128;s20;t59;1;631;word;6;medium;2365;HF;LJUBAV;6
145;s20;t61;1;651;word;7;many;118;LF;MOMAK;5
30;s20;t62;1;571;word;7;many;129;LF;BLAGO;5
169;s20;t63;1;620;word;7;many;134;LF;OSNOV;5
74;s20;t64;1;771;word;7;many;193;LF;STADO;5
108;s20;t65;1;921;word;7;many;326;LF;SLAVA;5
6;s20;t66;1;571;word;7;many;649;HF;KNJIGA;6
16;s20;t67;1;731;word;7;many;885;HF;[KOLA;5
138;s20;t68;1;651;word;7;many;1023;HF;BORBA;5
88;s20;t69;1;530;word;7;many;1565;HF;OBLAK;5
131;s20;t70;1;560;word;7;many;2984;HF;SUNCE;5
163;s20;t71;1;981;word;8;many;111;LF;REBRO;5
144;s20;t72;1;610;word;8;many;116;LF;KONAC;5
65;s20;t73;1;611;word;8;many;135;LF;POTEZ;5
24;s20;t74;1;531;word;8;many;159;LF;JUNAK;5
61;s20;t75;1;691;word;8;many;212;LF;LANAC;5
174;s20;t76;1;921;word;8;many;380;LF;ZLATO;5
142;s20;t77;1;540;word;8;many;416;HF;PISMO;5
177;s20;t78;1;581;word;8;many;431;HF;ZAKON;5
78;s20;t79;1;521;word;8;many;1460;HF;SNAGA;5
114;s20;t80;1;511;word;8;many;3952;HF;ZEMLJA;6
51;s20;t81;1;731;word;9;many;161;LF;KLASA;5
38;s20;t82;1;661;word;9;many;168;LF;PLO^A;5
67;s20;t83;1;611;word;9;many;307;LF;KARTA;5
15;s20;t84;1;661;word;9;many;328;LF;MRE@A;5
165;s20;t85;1;651;word;9;many;399;LF;STANJE;6
70;s20;t86;1;511;word;9;many;403;HF;GOVOR;5
188;s20;t87;1;520;word;9;many;999;HF;POSAO;5
93;s20;t88;1;571;word;9;many;1180;HF;MESTO;5
116;s20;t89;1;751;word;9;many;1620;HF;NAROD;5
36;s20;t90;1;470;word;9;many;190;LF;TA^KA;5
107;s21;t2;1;641;word;1;few;320;LF;MR@NJA;6
144;s21;t3;1;761;word;1;few;391;LF;CESTA;5
185;s21;t4;1;681;word;1;few;414;HF;^E@NJA;6
45;s21;t5;1;581;word;1;few;424;HF;GRANJE;6
39;s21;t6;1;580;word;1;few;448;HF;DE^AK;5
50;s21;t7;1;711;word;1;few;453;HF;APRIL;5
48;s21;t8;1;571;word;1;few;720;HF;OSMEH;5
33;s21;t10;1;761;word;1;few;1085;HF;LI[]E;5
138;s21;t11;1;731;word;2;few;254;LF;EKIPA;5
136;s21;t12;1;631;word;2;few;272;LF;BA[TA;5
55;s21;t13;1;651;word;2;few;317;LF;RADIO;5
6;s21;t14;1;601;word;2;few;320;LF;PESAK;5
124;s21;t15;1;671;word;2;few;374;LF;USPEH;5
56;s21;t16;1;531;word;2;few;422;HF;USLOV;5
142;s21;t17;1;741;word;2;few;894;HF;DINAR;5
38;s21;t18;1;711;word;2;few;1052;HF;ODBOR;5
71;s21;t19;1;581;word;2;few;1209;HF;SENKA;5
20;s21;t20;1;541;word;2;few;1452;HF;VLADA;5
109;s21;t21;1;671;word;3;few;334;LF;SUTON;5
52;s21;t22;1;761;word;3;few;335;LF;PU[KA;5
97;s21;t23;1;802;word;3;few;335;LF;SELJAK;6
164;s21;t24;1;781;word;3;few;348;LF;SPRAT;5
180;s21;t25;1;641;word;3;few;414;HF;MINUT;5
51;s21;t27;1;610;word;3;few;631;HF;MAGLA;5
169;s21;t28;1;751;word;3;few;657;HF;MIRIS;5
40;s21;t29;1;560;word;3;few;1470;HF;TRAVA;5
32;s21;t30;1;671;word;3;few;1847;HF;ULICA;5
187;s21;t31;1;601;word;4;medium;278;LF;ZANOS;5
81;s21;t32;1;781;word;4;medium;280;LF;OBZIR;5
59;s21;t33;1;571;word;4;medium;295;LF;PA@NJA;6
145;s21;t34;1;661;word;4;medium;314;LF;SVEST;5
101;s21;t35;1;621;word;4;medium;328;LF;POTOK;5
112;s21;t36;1;661;word;4;medium;375;LF;ZVONO;5
131;s21;t37;1;581;word;4;medium;484;HF;POMO];5
27;s21;t38;1;681;word;4;medium;831;HF;GRUDI;5
30;s21;t39;1;621;word;4;medium;1256;HF;GRANA;5
88;s21;t40;1;601;word;4;medium;2274;HF;VETAR;5
69;s21;t41;1;621;word;5;medium;262;LF;KOMAD;5
126;s21;t42;1;661;word;5;medium;270;LF;LOPTA;5
165;s21;t43;1;651;word;5;medium;281;LF;IGRA^;5
102;s21;t44;1;661;word;5;medium;409;HF;PRI^A;5
85;s21;t46;1;611;word;5;medium;521;HF;GRUPA;5
167;s21;t47;1;621;word;5;medium;828;HF;JESEN;5
96;s21;t48;1;591;word;5;medium;981;HF;KORAK;5
65;s21;t49;1;601;word;5;medium;1011;HF;SRE]A;5
53;s21;t50;1;591;word;5;medium;1671;HF;PTICA;5
63;s21;t51;1;712;word;6;medium;148;LF;ORGAN;5
176;s21;t52;1;681;word;6;medium;164;LF;FORMA;5
186;s21;t53;1;781;word;6;medium;179;LF;BLATO;5
92;s21;t54;1;581;word;6;medium;184;LF;KLUPA;5
128;s21;t55;1;771;word;6;medium;216;LF;PONOR;5
118;s21;t56;1;721;word;6;medium;255;LF;PODNE;5
117;s21;t57;1;631;word;6;medium;318;LF;STENA;5
82;s21;t58;1;611;word;6;medium;463;HF;IZVOR;5
106;s21;t59;1;1022;word;6;medium;2365;HF;LJUBAV;6
3;s21;t60;1;451;word;6;medium;2626;HF;PESMA;5
149;s21;t61;1;611;word;7;many;118;LF;MOMAK;5
67;s21;t62;1;581;word;7;many;129;LF;BLAGO;5
13;s21;t63;1;631;word;7;many;134;LF;OSNOV;5
99;s21;t64;1;651;word;7;many;193;LF;STADO;5
177;s21;t65;1;611;word;7;many;326;LF;SLAVA;5
54;s21;t66;1;561;word;7;many;649;HF;KNJIGA;6
78;s21;t67;1;531;word;7;many;885;HF;[KOLA;5
178;s21;t68;1;621;word;7;many;1023;HF;BORBA;5
46;s21;t69;1;551;word;7;many;1565;HF;OBLAK;5
76;s21;t70;1;712;word;7;many;2984;HF;SUNCE;5
83;s21;t72;1;641;word;8;many;116;LF;KONAC;5
108;s21;t73;1;761;word;8;many;135;LF;POTEZ;5
110;s21;t74;1;501;word;8;many;159;LF;JUNAK;5
34;s21;t75;1;1072;word;8;many;212;LF;LANAC;5
100;s21;t76;1;551;word;8;many;380;LF;ZLATO;5
1;s21;t77;1;480;word;8;many;416;HF;PISMO;5
103;s21;t78;1;501;word;8;many;431;HF;ZAKON;5
174;s21;t79;1;621;word;8;many;1460;HF;SNAGA;5
80;s21;t80;1;731;word;8;many;3952;HF;ZEMLJA;6
70;s21;t81;1;631;word;9;many;161;LF;KLASA;5
2;s21;t82;1;591;word;9;many;168;LF;PLO^A;5
28;s21;t83;1;611;word;9;many;307;LF;KARTA;5
43;s21;t84;1;811;word;9;many;328;LF;MRE@A;5
4;s21;t85;1;831;word;9;many;399;LF;STANJE;6
47;s21;t86;1;531;word;9;many;403;HF;GOVOR;5
116;s21;t87;1;711;word;9;many;999;HF;POSAO;5
95;s21;t88;1;661;word;9;many;1180;HF;MESTO;5
79;s21;t89;1;691;word;9;many;1620;HF;NAROD;5
21;s21;t90;1;521;word;9;many;190;LF;TA^KA;5
36;s22;t1;1;551;word;1;few;302;LF;[APAT;5
57;s22;t4;1;821;word;1;few;414;HF;^E@NJA;6
48;s22;t5;1;511;word;1;few;424;HF;GRANJE;6
65;s22;t6;1;430;word;1;few;448;HF;DE^AK;5
154;s22;t7;1;480;word;1;few;453;HF;APRIL;5
47;s22;t8;1;541;word;1;few;720;HF;OSMEH;5
85;s22;t9;1;501;word;1;few;786;HF;CVE]E;5
186;s22;t10;1;481;word;1;few;1085;HF;LI[]E;5
104;s22;t11;1;610;word;2;few;254;LF;EKIPA;5
146;s22;t12;1;521;word;2;few;272;LF;BA[TA;5
37;s22;t13;1;491;word;2;few;317;LF;RADIO;5
155;s22;t14;1;421;word;2;few;320;LF;PESAK;5
5;s22;t15;1;490;word;2;few;374;LF;USPEH;5
73;s22;t16;1;611;word;2;few;422;HF;USLOV;5
179;s22;t17;1;490;word;2;few;894;HF;DINAR;5
130;s22;t18;1;561;word;2;few;1052;HF;ODBOR;5
69;s22;t19;1;601;word;2;few;1209;HF;SENKA;5
92;s22;t20;1;641;word;2;few;1452;HF;VLADA;5
105;s22;t22;1;420;word;3;few;335;LF;PU[KA;5
75;s22;t23;1;631;word;3;few;335;LF;SELJAK;6
123;s22;t24;1;1112;word;3;few;348;LF;SPRAT;5
70;s22;t25;1;541;word;3;few;414;HF;MINUT;5
168;s22;t26;1;791;word;3;few;430;HF;VIDIK;5
110;s22;t27;1;510;word;3;few;631;HF;MAGLA;5
167;s22;t28;1;591;word;3;few;657;HF;MIRIS;5
111;s22;t29;1;530;word;3;few;1470;HF;TRAVA;5
10;s22;t30;1;451;word;3;few;1847;HF;ULICA;5
164;s22;t31;1;531;word;4;medium;278;LF;ZANOS;5
6;s22;t32;1;580;word;4;medium;280;LF;OBZIR;5
29;s22;t33;1;501;word;4;medium;295;LF;PA@NJA;6
53;s22;t34;1;571;word;4;medium;314;LF;SVEST;5
185;s22;t35;1;451;word;4;medium;328;LF;POTOK;5
63;s22;t36;1;591;word;4;medium;375;LF;ZVONO;5
7;s22;t37;1;520;word;4;medium;484;HF;POMO];5
128;s22;t38;1;521;word;4;medium;831;HF;GRUDI;5
151;s22;t39;1;450;word;4;medium;1256;HF;GRANA;5
158;s22;t40;1;420;word;4;medium;2274;HF;VETAR;5
26;s22;t41;1;691;word;5;medium;262;LF;KOMAD;5
108;s22;t42;1;580;word;5;medium;270;LF;LOPTA;5
157;s22;t43;1;380;word;5;medium;281;LF;IGRA^;5
150;s22;t45;1;701;word;5;medium;517;HF;SAVEZ;5
64;s22;t46;1;450;word;5;medium;521;HF;GRUPA;5
98;s22;t47;1;761;word;5;medium;828;HF;JESEN;5
187;s22;t49;1;370;word;5;medium;1011;HF;SRE]A;5
142;s22;t50;1;531;word;5;medium;1671;HF;PTICA;5
93;s22;t51;1;551;word;6;medium;148;LF;ORGAN;5
49;s22;t53;1;521;word;6;medium;179;LF;BLATO;5
4;s22;t54;1;621;word;6;medium;184;LF;KLUPA;5
52;s22;t55;1;701;word;6;medium;216;LF;PONOR;5
152;s22;t56;1;650;word;6;medium;255;LF;PODNE;5
136;s22;t57;1;541;word;6;medium;318;LF;STENA;5
23;s22;t58;1;590;word;6;medium;463;HF;IZVOR;5
83;s22;t59;1;401;word;6;medium;2365;HF;LJUBAV;6
9;s22;t60;1;581;word;6;medium;2626;HF;PESMA;5
24;s22;t61;1;701;word;7;many;118;LF;MOMAK;5
113;s22;t62;1;431;word;7;many;129;LF;BLAGO;5
50;s22;t63;1;661;word;7;many;134;LF;OSNOV;5
156;s22;t64;1;411;word;7;many;193;LF;STADO;5
28;s22;t65;1;491;word;7;many;326;LF;SLAVA;5
82;s22;t66;1;450;word;7;many;649;HF;KNJIGA;6
46;s22;t67;1;701;word;7;many;885;HF;[KOLA;5
124;s22;t68;1;561;word;7;many;1023;HF;BORBA;5
54;s22;t69;1;481;word;7;many;1565;HF;OBLAK;5
188;s22;t70;1;411;word;7;many;2984;HF;SUNCE;5
163;s22;t71;1;701;word;8;many;111;LF;REBRO;5
112;s22;t72;1;581;word;8;many;116;LF;KONAC;5
125;s22;t73;1;480;word;8;many;135;LF;POTEZ;5
147;s22;t74;1;551;word;8;many;159;LF;JUNAK;5
38;s22;t75;1;521;word;8;many;212;LF;LANAC;5
8;s22;t76;1;450;word;8;many;380;LF;ZLATO;5
149;s22;t77;1;510;word;8;many;416;HF;PISMO;5
39;s22;t78;1;451;word;8;many;431;HF;ZAKON;5
35;s22;t79;1;621;word;8;many;1460;HF;SNAGA;5
94;s22;t80;1;501;word;8;many;3952;HF;ZEMLJA;6
135;s22;t81;1;561;word;9;many;161;LF;KLASA;5
140;s22;t82;1;491;word;9;many;168;LF;PLO^A;5
20;s22;t83;1;681;word;9;many;307;LF;KARTA;5
81;s22;t84;1;570;word;9;many;328;LF;MRE@A;5
169;s22;t85;1;490;word;9;many;399;LF;STANJE;6
180;s22;t86;1;660;word;9;many;403;HF;GOVOR;5
178;s22;t87;1;570;word;9;many;999;HF;POSAO;5
184;s22;t88;1;491;word;9;many;1180;HF;MESTO;5
33;s22;t89;1;691;word;9;many;1620;HF;NAROD;5
55;s22;t90;1;431;word;9;many;190;LF;TA^KA;5
44;s23;t1;1;831;word;1;few;302;LF;[APAT;5
158;s23;t2;1;531;word;1;few;320;LF;MR@NJA;6
119;s23;t4;1;801;word;1;few;414;HF;^E@NJA;6
22;s23;t5;1;461;word;1;few;424;HF;GRANJE;6
66;s23;t6;1;651;word;1;few;448;HF;DE^AK;5
58;s23;t7;1;531;word;1;few;453;HF;APRIL;5
129;s23;t8;1;460;word;1;few;720;HF;OSMEH;5
106;s23;t9;1;531;word;1;few;786;HF;CVE]E;5
50;s23;t10;1;591;word;1;few;1085;HF;LI[]E;5
81;s23;t11;1;490;word;2;few;254;LF;EKIPA;5
60;s23;t12;1;501;word;2;few;272;LF;BA[TA;5
26;s23;t13;1;471;word;2;few;317;LF;RADIO;5
90;s23;t14;1;471;word;2;few;320;LF;PESAK;5
67;s23;t15;1;530;word;2;few;374;LF;USPEH;5
150;s23;t16;1;721;word;2;few;422;HF;USLOV;5
164;s23;t17;1;641;word;2;few;894;HF;DINAR;5
59;s23;t18;1;841;word;2;few;1052;HF;ODBOR;5
179;s23;t19;1;560;word;2;few;1209;HF;SENKA;5
47;s23;t20;1;711;word;2;few;1452;HF;VLADA;5
160;s23;t21;1;801;word;3;few;334;LF;SUTON;5
145;s23;t22;1;791;word;3;few;335;LF;PU[KA;5
25;s23;t23;1;521;word;3;few;335;LF;SELJAK;6
74;s23;t24;1;891;word;3;few;348;LF;SPRAT;5
169;s23;t25;1;541;word;3;few;414;HF;MINUT;5
180;s23;t26;1;691;word;3;few;430;HF;VIDIK;5
75;s23;t27;1;651;word;3;few;631;HF;MAGLA;5
69;s23;t28;1;490;word;3;few;657;HF;MIRIS;5
